"","GAME_CLOCK","SHOT_CLOCK","SHOT_NUMBER","SHOT_DIST","SHOT_RESULT","TOUCH_TIME","PERIOD","PTS_TYPE","DRIBBLES"
"565",03:03:00,6.3,8,25.3,"missed",1.9,2,3,2
"566",02:23:00,11,9,3,"made",1.2,2,2,1
"567",00:47:00,16.5,10,24.8,"missed",5.5,2,3,5
"568",00:16:00,8.1,11,4,"made",0.5,2,2,0
"569",11:12:00,18.3,12,2.9,"missed",6.2,3,2,6
"570",10:49:00,21.4,13,3.2,"made",1,3,2,0
"571",06:38:00,10.8,14,18.1,"made",3,3,2,3
"572",05:03:00,16.2,15,19,"missed",2.4,3,2,2
"573",02:07:00,16.3,16,2.7,"missed",7.3,3,2,8
"574",05:23:00,14.6,1,2.3,"made",0.4,1,2,0
"575",01:27:00,1.9,2,24.8,"made",4,1,3,1
"576",08:53:00,1.2,3,18.6,"missed",4.2,2,2,1
"577",08:22:00,6,4,5.1,"missed",6.2,2,2,4
"578",07:53:00,8.3,5,4.2,"missed",8.6,2,2,4
"579",05:40:00,13.9,6,23.4,"made",8.8,2,2,11
"580",02:02:00,21.2,7,2.4,"made",0.8,2,2,0
"581",01:22:00,2.6,8,22.3,"made",6.8,2,2,2
"582",00:02:00,NA,9,26.1,"missed",9,2,3,9
"583",05:24:00,21.6,10,2.8,"made",1.1,3,2,0
"584",03:35:00,19,11,16.9,"made",4,3,2,4
"585",02:34:00,10.3,12,19.5,"missed",5.9,3,2,1
"586",00:32:00,9,13,6.8,"made",14,3,2,17
"587",00:00:00,NA,14,19.3,"missed",4.8,3,2,5
"588",07:46:00,6.3,15,18,"made",6.1,4,2,1
"589",07:11:00,11,16,22.3,"missed",12.2,4,2,14
"590",03:29:00,6.6,17,15,"missed",9.4,4,2,2
"591",00:54:00,8.2,18,19,"made",3.1,4,2,1
"592",00:25:00,6,19,26,"made",8.7,4,3,3
"593",10:31:00,9.6,1,1.9,"made",0.1,1,2,0
"594",09:59:00,5.3,2,4.9,"made",10.1,1,2,2
"595",09:32:00,10.4,3,10.3,"missed",11.2,1,2,13
"596",08:02:00,19.9,4,9.7,"made",2.7,1,2,3
"597",07:17:00,15.7,5,10.9,"made",2.3,1,2,2
"598",05:20:00,4.1,6,19.8,"missed",5.9,1,2,1
"599",04:54:00,14,7,17.9,"made",3.2,1,2,2
"600",04:08:00,21.8,8,5.4,"made",1,1,2,1
"601",02:10:00,11.2,9,2.4,"missed",6.9,1,2,3
"602",01:04:00,9.2,10,20.9,"made",3.9,1,2,0
"603",00:31:00,18,11,8.7,"made",5.9,1,2,9
"604",06:46:00,21,12,4.4,"made",0.7,2,2,0
"605",04:11:00,1,13,23.6,"missed",9,2,2,1
"606",02:39:00,18,14,2.2,"made",5.1,2,2,7
"607",09:57:00,1.5,15,7.8,"missed",5.6,3,2,5
"608",09:30:00,17,16,1.7,"made",0.5,3,2,0
"609",06:24:00,12.1,17,12.2,"missed",9.1,3,2,9
"610",04:00:00,4.2,18,22.6,"made",8,3,2,1
"611",03:09:00,0.6,19,14.1,"made",8.1,3,2,10
"612",02:19:00,5.6,20,21.6,"made",6.9,3,2,0
"613",01:17:00,5,21,24.5,"made",4.9,3,3,0
"614",06:26:00,11.3,22,25.1,"made",6.6,4,3,5
"615",04:56:00,7.7,23,9.2,"made",15.8,4,2,17
"616",03:07:00,4.3,24,18.6,"missed",9.1,4,2,11
"617",11:17:00,10.4,1,4,"made",6.6,1,2,1
"618",10:21:00,16,2,4.6,"made",5,1,2,6
"619",08:21:00,6.1,3,6.7,"missed",2.4,1,2,2
"620",04:41:00,7,4,16.8,"made",5,1,2,3
"621",03:47:00,13,5,0.1,"missed",4.4,1,2,2
"622",01:48:00,9.9,6,14.4,"missed",4,1,2,3
"623",07:43:00,17.5,7,6.6,"made",3.8,2,2,3
"624",03:16:00,15,8,24.3,"missed",1,2,3,0
"625",02:24:00,5.3,9,17.1,"made",2.8,2,2,1
"626",02:09:00,21.9,10,0.8,"made",3.3,2,2,2
"627",00:25:00,3,11,5.9,"made",10.5,2,2,12
"628",07:32:00,10.3,12,25.8,"made",1.2,3,3,0
"629",06:00:00,8.6,13,9.8,"made",2.9,3,2,2
"630",03:37:00,16.2,14,18.7,"made",8.4,3,2,9
"631",11:45:00,8.6,15,19.3,"missed",6.7,4,2,2
"632",05:54:00,11.3,16,10,"made",10.3,4,2,11
"633",04:54:00,14.1,17,5.9,"missed",9.9,4,2,11
"634",04:48:00,19.9,18,22.9,"missed",1.1,4,3,0
"635",03:07:00,3.3,19,27.4,"missed",4.1,4,3,0
"636",02:51:00,14.5,20,10.8,"missed",6.5,4,2,6
"637",00:50:00,3,21,25,"made",0.8,4,3,0
"638",09:51:00,2.3,1,25.9,"made",2.1,1,3,1
"639",07:31:00,3.2,2,19.2,"missed",3.9,1,2,0
"640",07:20:00,16,3,24.8,"missed",7.6,1,3,10
"641",06:28:00,7.2,4,20.6,"missed",5,1,2,3
"642",04:44:00,21.1,5,4.4,"made",1,1,2,0
"643",01:46:00,4.7,6,4.6,"made",6.6,1,2,3
"644",00:08:00,3.7,7,10.1,"missed",18.6,2,2,18
"645",11:49:00,13,8,4.4,"missed",3,3,2,0
"646",11:38:00,2.2,9,11,"made",3.2,3,2,3
"647",10:05:00,6,10,17.7,"made",4,3,2,1
"648",09:48:00,18,11,2.4,"made",4.5,3,2,4
"649",09:20:00,11,12,15.3,"made",12,3,2,15
"650",08:58:00,14.7,13,25.3,"missed",2.4,3,3,2
"651",04:43:00,20.4,14,5.3,"missed",4.8,3,2,3
"652",11:34:00,16.6,15,6.3,"missed",6,4,2,8
"653",09:08:00,7,16,23.2,"made",7.8,4,2,5
"654",07:57:00,5.3,17,15.8,"missed",7.2,4,2,1
"655",10:56:00,9.6,1,6,"made",1.9,1,2,1
"656",03:32:00,4.5,2,19.9,"missed",3.6,1,2,3
"657",00:06:00,4.4,3,5.8,"missed",17.2,1,2,18
"658",07:55:00,7.7,4,20.2,"missed",4.4,2,2,2
"659",03:28:00,16.3,5,24.1,"missed",7.6,2,3,7
"660",01:55:00,3.9,6,5.1,"made",0,2,2,0
"661",01:08:00,3.1,7,20.8,"missed",1.5,2,2,0
"662",00:58:00,16.1,8,2.8,"made",0.6,2,2,0
"663",09:35:00,7.9,9,20.5,"missed",8.1,3,2,6
"664",08:55:00,10.7,10,12.9,"made",4,3,2,4
"665",07:28:00,15.3,11,4.8,"missed",7.1,3,2,9
"666",04:14:00,18.9,12,24.8,"made",4.8,3,3,0
"667",01:41:00,17.7,13,23,"made",0.8,3,3,0
"668",00:04:00,3.5,14,26.5,"missed",12.1,3,3,3
"669",06:30:00,12,15,2.4,"made",0.8,4,2,0
"670",05:32:00,12.4,16,7.9,"made",10.6,4,2,12
"671",03:31:00,5.4,17,19.8,"made",18.6,4,2,21
"672",02:58:00,4.9,18,5.6,"missed",17.2,4,2,19
"673",11:39:00,5.2,1,15,"missed",2.4,1,2,2
"674",10:05:00,12.8,2,2.7,"made",1.3,1,2,1
"675",02:37:00,11.8,3,7.8,"missed",6,1,2,1
"676",02:18:00,17.7,4,14.1,"made",2.2,1,2,3
"677",01:28:00,20.6,5,25.1,"missed",3.7,1,3,3
"678",00:01:00,NA,6,33.2,"missed",2.6,1,3,1
"679",02:45:00,10.1,7,2.7,"missed",5.4,2,2,4
"680",02:42:00,22.9,8,2,"missed",0.4,2,2,0
"681",08:24:00,4.7,9,25.6,"missed",2.8,3,3,1
"682",08:01:00,17,10,25,"missed",0.8,3,3,0
"683",03:23:00,18.3,11,3.3,"made",4,3,2,4
"684",00:56:00,11.2,12,3.6,"made",1.8,3,2,1
"685",08:18:00,9,13,15.4,"made",1.2,4,2,0
"686",03:56:00,12.9,14,27.3,"made",0.7,4,3,0
"687",03:28:00,20.5,15,2.1,"made",1.7,4,2,0
"688",02:11:00,15.7,16,10.5,"missed",1.1,4,2,0
"689",01:23:00,7.8,17,27.3,"missed",3.7,4,3,0
"690",09:52:00,16.9,1,19.9,"missed",8.1,1,2,8
"691",01:04:00,5.1,2,23.9,"missed",1.4,1,2,1
"692",00:00:00,NA,3,13.9,"missed",2.2,1,2,2
"693",07:01:00,3.8,4,7.1,"made",5.2,2,2,5
"694",04:05:00,20.4,5,24.7,"missed",2.8,2,3,2
"695",01:10:00,21.8,6,19.5,"made",2.8,2,2,4
"696",00:37:00,20.8,7,5,"missed",3,2,2,2
"697",00:08:00,7,8,25.4,"missed",16.6,2,3,18
"698",10:38:00,9.6,9,8.4,"made",7,3,2,6
"699",04:18:00,5.3,10,11.2,"missed",2.9,3,2,4
"700",11:27:00,9,11,17.6,"made",4.3,4,2,0
"701",10:06:00,11.3,12,24.6,"missed",1.2,4,3,0
"702",05:28:00,15.6,13,4,"made",3,4,2,2
"703",03:51:00,18.3,14,4.5,"made",6.4,4,2,7
"704",00:46:00,2,15,27.4,"missed",1.1,4,3,0
"705",11:03:00,9.5,1,20.6,"missed",6,1,2,2
"706",09:54:00,12.1,2,4.3,"made",1,1,2,1
"707",06:30:00,22.4,3,5.7,"made",2.8,1,2,1
"708",03:16:00,16,4,8.3,"missed",0.8,1,2,0
"709",00:37:00,19.9,5,25.2,"missed",4,1,3,5
"710",00:03:00,NA,6,14.5,"made",8,1,2,9
"711",05:59:00,3.7,7,16.4,"missed",4.2,2,2,2
"712",05:03:00,7,8,12.4,"missed",0,2,2,0
"713",00:57:00,8.3,9,18.2,"missed",2.6,2,2,2
"714",00:37:00,13.2,10,7.7,"missed",10.9,2,2,10
"715",00:25:00,20.7,11,2.5,"made",0,2,2,0
"716",07:02:00,20.7,12,3.2,"missed",1.8,3,2,1
"717",06:02:00,11.3,13,16.6,"made",11.7,3,2,13
"718",05:35:00,14.7,14,2.3,"made",9.6,3,2,11
"719",03:31:00,7.3,15,3.2,"made",3.2,3,2,2
"720",02:12:00,3.7,16,3.4,"made",19.3,3,2,25
"721",00:53:00,10.5,17,16.8,"made",12.7,3,2,13
"722",00:11:00,3.4,18,6.9,"missed",21.2,3,2,21
"723",11:19:00,20,1,24.7,"missed",1,1,3,0
"724",09:45:00,1.5,2,22.9,"missed",9,1,3,8
"725",05:41:00,0.6,3,21.8,"missed",7.3,1,2,5
"726",02:59:00,19.5,4,3.6,"made",4.3,1,2,4
"727",01:26:00,4.1,5,23.8,"made",6,1,3,1
"728",03:51:00,2.3,6,22.5,"made",3.5,2,2,0
"729",01:47:00,14.4,7,3.6,"made",10.2,2,2,10
"730",01:03:00,19.3,8,24.4,"missed",4.5,2,3,5
"731",00:01:00,NA,9,44.9,"missed",0.4,2,3,0
"732",04:43:00,13.1,10,5.8,"missed",10.3,3,2,12
"733",03:35:00,8.1,11,2.5,"made",1.1,3,2,1
"734",00:29:00,5.1,12,8.7,"made",19.2,3,2,22
"735",11:20:00,1.2,13,15.7,"missed",9.1,4,2,7
"736",10:15:00,11.3,14,12.3,"made",3.8,4,2,3
"737",11:06:00,6.5,1,5.7,"missed",5.4,1,2,5
"738",10:17:00,21,2,5.1,"made",1.6,1,2,1
"739",08:01:00,21.6,3,4,"made",1.2,1,2,0
"740",06:38:00,13.6,4,22.5,"made",4,1,3,0
"741",06:09:00,13.4,5,25.2,"missed",2.1,1,3,1
"742",02:31:00,21.4,6,4.4,"made",1.1,1,2,0
"743",01:48:00,11.8,7,21.7,"missed",0.7,1,2,0
"744",00:04:00,1.9,8,6.6,"missed",22.1,1,2,24
"745",04:29:00,20.5,9,21.7,"missed",2.1,2,2,1
"746",01:57:00,15,10,2.4,"made",0.4,2,2,0
"747",01:06:00,11.2,11,3.5,"made",0.8,2,2,0
"748",00:05:00,2.3,12,15.7,"made",21.6,2,2,25
"749",11:01:00,2.8,13,22.2,"missed",3.1,3,2,2
"750",05:15:00,21.6,14,6.5,"made",1.4,3,2,1
"751",02:59:00,8.9,15,24.7,"missed",15.5,3,3,15
"752",01:33:00,12.6,16,26.8,"made",11.6,3,3,12
"753",00:47:00,14.6,17,16.6,"missed",9.4,3,2,10
"754",09:44:00,1.2,1,20.9,"missed",5.8,1,2,5
"755",07:52:00,5.8,2,4.9,"made",3.6,1,2,1
"756",06:47:00,20.6,3,25.1,"made",0.9,1,3,0
"757",06:33:00,16,4,4.4,"made",2.2,2,2,2
"758",05:19:00,5.7,5,8,"made",7.1,2,2,8
"759",03:12:00,8.8,6,23.4,"missed",0.9,2,3,0
"760",10:56:00,3.2,7,24.3,"missed",3.4,3,3,2
"761",08:50:00,21,8,2.7,"missed",1.3,3,2,1
"762",05:44:00,16.5,9,15,"missed",2.5,3,2,1
"763",05:10:00,4.9,10,24.4,"missed",3,3,3,0
"764",00:46:00,17,11,11.8,"made",7,3,2,8
"765",08:18:00,10.6,12,3.2,"made",1.8,4,2,1
"766",11:38:00,2.9,1,25.7,"missed",1.7,1,3,1
"767",07:37:00,3.8,2,16.3,"made",5.9,1,2,3
"768",07:25:00,20.9,3,5.4,"missed",2.3,1,2,2
"769",06:47:00,20.5,4,2.7,"made",0.9,1,2,0
"770",06:45:00,24,5,13,"made",-4.3,1,2,0
"771",05:36:00,6.4,6,19.5,"missed",7.5,1,2,6
"772",04:50:00,10.7,7,25.2,"made",13.6,1,3,12
"773",02:42:00,1,8,6.2,"made",11,1,2,13
"774",01:42:00,15.1,9,7.7,"missed",9.5,1,2,9
"775",01:06:00,4.4,10,10.4,"missed",13,1,2,11
"776",02:32:00,9.7,11,24.9,"made",10.4,2,3,12
"777",00:56:00,20.5,12,24.2,"missed",3.4,2,3,3
"778",00:17:00,10,13,24.3,"missed",13.7,2,3,15
"779",11:06:00,20.4,14,15.9,"made",0.9,3,2,1
"780",10:46:00,5.2,15,26.1,"missed",1,3,3,0
"781",07:37:00,8.9,16,24.5,"missed",3.4,3,3,3
"782",07:09:00,20.8,17,4.9,"made",0.9,3,2,0
"783",01:28:00,12.5,18,4.1,"missed",11.8,3,2,15
"784",08:09:00,10.2,19,10.2,"missed",7.1,4,2,5
"785",04:35:00,4.8,20,23.3,"missed",4,4,2,3
"786",04:13:00,16.9,21,4.7,"missed",5.7,4,2,5
"787",09:36:00,14.7,1,25,"made",3,1,3,1
"788",07:50:00,9.7,2,15.1,"missed",4.3,1,2,3
"789",07:30:00,19.1,3,25.2,"made",6.2,1,3,6
"790",06:07:00,20.2,4,1.6,"made",1.7,1,2,1
"791",04:29:00,16.8,5,21.6,"missed",5.6,1,2,5
"792",08:08:00,0.2,6,19.5,"missed",9.6,2,2,5
"793",07:19:00,8.1,7,21.4,"missed",3.4,2,2,0
"794",05:55:00,13.2,8,3.9,"missed",2.8,2,2,3
"795",04:05:00,7.8,9,1,"made",4.6,2,2,2
"796",02:57:00,5.2,10,25,"missed",6.8,2,3,8
"797",08:22:00,12.5,11,9.6,"missed",9.6,3,2,9
"798",04:38:00,7.4,12,13.6,"missed",17.1,3,2,19
"799",03:36:00,6,13,3,"made",9.4,3,2,11
"800",07:57:00,14.2,14,6.6,"missed",9.9,4,2,13
"801",03:19:00,14.9,15,1.6,"missed",0,4,2,0
"802",02:16:00,4.3,16,5.9,"missed",3.3,4,2,3
"803",01:11:00,12,17,6.4,"made",11.5,4,2,14
"804",11:09:00,21.3,1,5.7,"missed",3.9,1,2,3
"805",08:19:00,5.8,2,18.4,"missed",8.8,1,2,2
"806",07:41:00,10.9,3,25.1,"missed",0.8,1,3,0
"807",07:28:00,14.4,4,18.9,"missed",6.7,1,2,11
"808",05:51:00,10.9,5,5.9,"missed",2.8,1,2,2
"809",04:37:00,22,6,2.4,"made",3.1,1,2,2
"810",07:53:00,5,7,1.8,"made",6.9,2,2,3
"811",02:09:00,22.3,8,4.5,"made",0.7,2,2,1
"812",00:38:00,7.6,9,25.2,"missed",15.7,2,3,16
"813",08:12:00,11.9,10,25.4,"made",2.1,3,3,2
"814",04:22:00,5,11,7.2,"made",6.2,3,2,6
"815",04:05:00,13.8,12,20.2,"made",6.9,3,2,3
"816",03:35:00,14.9,13,20,"missed",9.4,3,2,12
"817",07:40:00,1,14,8.8,"missed",10.1,4,2,6
"818",05:48:00,14.3,15,25.1,"missed",1.2,4,3,0
"819",05:27:00,16.7,16,2.8,"made",7.6,4,2,9
"820",02:27:00,18.3,17,4,"made",5.7,4,2,6
"821",00:42:00,22,18,6.2,"missed",4,4,2,2
"822",10:32:00,17.1,1,25.2,"made",6.1,1,3,8
"823",09:31:00,10,2,26.1,"made",0.8,1,3,0
"824",09:09:00,21.8,3,7.9,"made",0.9,1,2,0
"825",08:19:00,9.9,4,24.1,"made",1,1,3,0
"826",06:02:00,12,5,5.9,"missed",3.5,1,2,4
"827",09:30:00,11.9,6,9.7,"missed",9.6,2,2,12
"828",08:24:00,13.1,7,2.1,"made",0.9,2,2,0
"829",04:30:00,4.9,8,5.5,"missed",0.7,2,2,0
"830",01:43:00,4.5,9,25,"made",6.3,2,3,5
"831",00:31:00,18.6,10,28.8,"missed",5.3,2,3,9
"832",10:11:00,9,11,18.3,"made",5.1,3,2,1
"833",09:42:00,3.9,12,20.4,"made",4.6,3,2,0
"834",09:00:00,13.6,13,19,"missed",3.4,3,2,6
"835",08:47:00,19.2,14,2.1,"made",3,3,2,0
"836",08:25:00,11.2,15,4.4,"made",1.8,3,2,2
"837",07:49:00,11,16,6.1,"missed",0.9,3,2,0
"838",07:32:00,23,17,8.5,"missed",1.2,3,2,1
"839",06:32:00,18.1,18,3.4,"made",5.6,3,2,5
"840",04:13:00,21.6,19,5.7,"made",2.4,3,2,2
"841",02:41:00,11,20,1.8,"made",0,3,2,0
"842",11:24:00,19,1,7,"missed",5.5,1,2,6
"843",11:09:00,18.5,2,26.1,"made",1.2,1,3,0
"844",09:38:00,21.8,3,3.3,"made",0.7,1,2,0
"845",08:49:00,14.3,4,29.8,"missed",1.1,1,3,1
"846",06:08:00,20.7,5,4.1,"missed",4.4,1,2,4
"847",05:03:00,5.4,6,7.3,"made",5.8,1,2,3
"848",03:07:00,13.1,7,4,"missed",2.2,1,2,2
"849",02:26:00,8.9,8,23.6,"missed",2.1,1,3,0
"850",09:20:00,10.8,9,1.8,"made",0.9,2,2,0
"851",08:41:00,7.9,10,9.3,"made",5.3,2,2,6
"852",08:05:00,21.8,11,3.3,"missed",1,2,2,0
"853",07:11:00,8.9,12,7.1,"made",12.7,2,2,17
"854",06:42:00,14.8,13,18.6,"made",8.4,2,2,12
"855",01:52:00,15.4,14,25.1,"made",2.4,2,3,2
"856",01:33:00,15.5,15,25.2,"missed",5,2,3,4
"857",00:49:00,22,16,3.1,"made",0.8,2,2,0
"858",11:23:00,4.3,17,22.1,"missed",5.9,3,2,3
"859",10:05:00,5.5,18,26.5,"missed",0.9,3,3,0
"860",08:17:00,5.1,19,0.7,"made",8.8,3,2,8
"861",07:49:00,21.7,20,24.7,"made",0.9,3,3,0
"862",03:54:00,8,21,15.9,"missed",3.4,3,2,5
"863",03:33:00,19.7,22,3.7,"made",3.2,3,2,4
"864",06:44:00,11.6,23,27.7,"missed",1.2,4,3,0
"865",05:45:00,18.7,24,3.6,"made",5,4,2,6
"866",02:05:00,3.5,25,12.8,"made",11.9,4,2,16
"867",01:40:00,14.8,26,5.5,"made",9.2,4,2,9
"868",01:12:00,13.7,27,4.3,"made",9.6,4,2,9
"869",11:23:00,19.6,1,6.9,"missed",4.8,1,2,5
"870",11:04:00,20.9,2,3.8,"made",2.9,1,2,2
"871",09:48:00,7.2,3,25.1,"missed",1,1,3,0
"872",01:09:00,2.5,4,23.4,"missed",6.4,1,2,6
"873",06:06:00,9,5,6.7,"made",9.1,2,2,9
"874",02:14:00,6.9,6,4.5,"made",0.8,2,2,0
"875",01:44:00,18.5,7,4.5,"missed",6.2,2,2,7
"876",10:58:00,7.9,8,9.1,"made",2.9,3,2,3
"877",10:21:00,9.1,9,3,"made",3.2,3,2,3
"878",09:27:00,20.4,10,1.9,"made",3.5,3,2,5
"879",08:58:00,19.6,11,5.4,"missed",4.1,3,2,5
"880",06:41:00,8.4,12,25.4,"made",3.7,3,3,2
"881",00:03:00,NA,13,4.4,"made",0.7,3,2,0
"882",07:13:00,5.8,14,25.3,"missed",12.5,4,3,10
"883",01:55:00,11.1,15,16.1,"made",13.2,4,2,14
"884",01:26:00,6.4,16,4.2,"missed",5.5,4,2,3
"885",00:50:00,4.4,17,18.6,"missed",5.9,4,2,1
"886",08:55:00,14,1,23,"missed",1.2,1,3,0
"887",07:26:00,5.3,2,16.7,"missed",6.9,2,2,3
"888",05:41:00,7.9,3,28,"missed",3.1,2,3,1
"889",05:13:00,5,4,21,"missed",6.4,2,2,7
"890",05:09:00,22.8,5,11.4,"missed",1.1,2,2,0
"891",02:52:00,7.1,6,6.1,"missed",13.6,2,2,12
"892",01:44:00,19.2,7,3.2,"made",3.7,2,2,5
"893",01:36:00,21.4,8,25.2,"made",1.2,2,3,0
"894",10:26:00,2.6,9,24.5,"missed",1.9,3,3,1
"895",06:12:00,3,10,22,"missed",3.5,3,2,1
"896",03:16:00,20.5,11,8,"made",3.1,3,2,5
"897",02:50:00,16.9,12,6.4,"made",6.1,3,2,8
"898",09:16:00,9.4,13,19.6,"made",2.4,4,2,0
"899",08:44:00,9.2,14,3.5,"made",15.1,4,2,16
"900",08:02:00,4.5,15,18.6,"missed",11.6,4,2,8
"901",04:45:00,5.7,16,24.8,"missed",1,4,3,0
"902",00:54:00,6.9,17,4.2,"made",16.4,4,2,20
"903",00:34:00,8.1,18,3,"made",15.9,4,2,15
"904",11:45:00,NA,1,5.7,"missed",0,1,2,0
"905",11:10:00,15,2,1.7,"missed",3.8,1,2,0
"906",06:25:00,9.2,3,1.9,"made",0.7,1,2,0
"907",02:04:00,15.2,4,8.9,"made",9.1,1,2,10
"908",01:08:00,11.8,5,20.2,"missed",6.5,1,2,3
"909",04:43:00,20.9,6,2.8,"made",2.6,2,2,3
"910",02:03:00,21.4,7,7.8,"made",2.3,2,2,3
"911",01:28:00,21,8,2.2,"missed",4.2,2,2,4
"912",00:34:00,13.8,9,5.4,"missed",10.1,2,2,12
"913",09:16:00,6.1,10,25.6,"made",2.4,3,3,1
"914",04:34:00,2.7,11,26.2,"missed",3.3,3,3,3
"915",03:00:00,4.1,12,24.4,"made",1.3,3,3,0
"916",00:12:00,5.9,13,1.3,"missed",19.1,3,2,19
"917",08:35:00,2.4,14,10.2,"missed",4.3,4,2,5
"918",04:46:00,9.5,15,18.8,"made",3.7,4,2,2
"919",01:55:00,2.9,16,26.2,"missed",8,4,3,1
"920",00:29:00,20.9,17,3.6,"missed",3.1,4,2,2
"921",00:15:00,NA,18,23.5,"made",3,4,3,1
"922",10:47:00,8.3,1,2.8,"made",4.6,1,2,0
"923",05:40:00,6.1,2,24.5,"made",11.2,1,3,6
"924",04:58:00,1.2,3,30.5,"made",1.7,1,3,1
"925",02:20:00,16.9,4,3.9,"missed",5.2,1,2,2
"926",01:42:00,14,5,2.1,"missed",4.2,1,2,1
"927",07:01:00,10.2,6,24.1,"missed",2.1,2,3,0
"928",06:41:00,7,7,12.2,"made",9.2,2,2,2
"929",01:52:00,10.3,8,25.1,"missed",1.2,2,3,0
"930",07:50:00,18.9,9,8.1,"missed",4.6,3,2,0
"931",06:25:00,16.4,10,8.7,"missed",6.6,3,2,7
"932",07:55:00,8.9,11,9.3,"missed",3.8,4,2,3
"933",06:21:00,9.9,12,11,"missed",3.5,4,2,2
"934",10:37:00,16.9,1,17.7,"made",6,1,2,3
"935",06:30:00,7.5,2,21.7,"made",2.7,1,2,0
"936",06:04:00,12.7,3,11,"made",2.6,1,2,3
"937",04:38:00,13.9,4,9.9,"missed",2.3,1,2,3
"938",04:11:00,16.8,5,19.9,"missed",0.8,1,2,0
"939",03:40:00,6.3,6,9.1,"made",7,1,2,3
"940",02:56:00,3.3,7,13.2,"missed",2.5,1,2,2
"941",02:25:00,17.5,8,20.8,"missed",6.9,1,2,5
"942",02:21:00,22.1,9,23.5,"made",1.1,1,3,0
"943",01:26:00,2.9,10,5.9,"missed",15.1,1,2,17
"944",06:18:00,15.7,11,2.8,"missed",8,2,2,4
"945",05:38:00,2.8,12,1.3,"made",7.2,2,2,4
"946",05:08:00,13,13,5.1,"missed",9.6,2,2,8
"947",04:21:00,21.5,14,1.2,"made",2.8,2,2,2
"948",03:07:00,21.5,15,5.6,"made",1.2,2,2,1
"949",01:31:00,19.8,16,11.2,"made",4.6,2,2,2
"950",00:01:00,NA,17,7.1,"missed",22.9,2,2,23
"951",07:36:00,21,18,3.9,"made",1,3,2,0
"952",06:55:00,3.9,19,22.3,"made",5.8,3,2,1
"953",09:35:00,14.2,20,5.5,"missed",9.2,4,2,11
"954",09:07:00,8.8,21,23.3,"missed",5.6,4,3,3
"955",06:35:00,16.9,22,5.4,"missed",7.4,4,2,7
"956",06:33:00,17.8,23,2.8,"made",0.4,4,2,0
"957",05:27:00,11.4,24,24.2,"missed",1.4,4,3,0
"958",04:44:00,10.1,25,3.4,"made",10.9,5,2,10
"959",03:43:00,24,26,14.3,"made",0,5,2,0
"960",03:09:00,4.4,27,15.3,"missed",18.2,5,2,21
"961",02:51:00,8.2,28,3.2,"missed",13.9,5,2,4
"962",00:54:00,4.5,29,17.6,"missed",19.5,5,2,20
"963",00:28:00,5.1,30,17.6,"missed",6.1,5,2,2
"964",11:22:00,17.1,1,21.8,"missed",6.9,1,2,7
"965",06:31:00,20.4,2,0.3,"made",1.6,1,2,1
"966",04:48:00,6.4,3,8.7,"missed",7.9,1,2,6
"967",02:36:00,11.3,4,21.1,"missed",1,1,3,0
"968",01:55:00,21.8,5,24.7,"missed",1,1,3,0
"969",09:21:00,6.6,6,9.8,"missed",9.7,2,2,8
"970",03:18:00,6.9,7,27.1,"missed",2.3,2,3,0
"971",01:58:00,15.5,8,5.2,"missed",5,2,2,3
"972",01:19:00,6,9,11.7,"missed",6,2,2,3
"973",06:56:00,2.1,10,25.5,"made",1,3,3,0
"974",03:52:00,23,11,3.8,"made",1.1,3,2,0
"975",00:40:00,18.6,12,10.5,"missed",5.9,3,2,4
"976",07:32:00,8,13,27.5,"missed",1.7,4,3,0
"977",04:37:00,22,14,0.9,"made",0.7,4,2,0
"978",00:46:00,21.5,15,4.2,"made",2.5,4,2,1
