"","SHOT_CLOCK","SHOT_NUMBER","SHOT_DIST","SHOT_RESULT","TOUCH_TIME","PERIOD","PTS_TYPE","DRIBBLES","CLOSE_DEF_DIST"
"295",17.2,9,5.9,"made",3.2,3,2,4,3
"296",18.8,10,9.5,"missed",5.6,3,2,5,2.2
"297",12.1,11,18.4,"missed",12.1,3,2,13,4.1
"298",13.4,12,18.1,"made",5,3,2,1,4
"299",0,13,24.5,"made",3.7,3,3,5,10.2
"300",14.8,14,4.3,"made",8.8,4,2,9,3.2
"301",21,15,1.4,"made",4,4,2,2,3.9
"302",20.1,16,30.2,"missed",1.1,4,3,0,6.9
"303",10.7,1,4.1,"missed",1.8,1,2,2,1.8
"304",24,2,3.4,"made",1,1,2,0,2.1
"305",6.2,3,6.8,"missed",7.9,1,2,6,3.8
"306",10.8,4,7.7,"missed",6,1,2,5,0.9
"307",12.9,5,5.2,"missed",3.1,1,2,1,1.1
"308",11.8,6,6.7,"made",12.4,1,2,12,1.7
"309",17.4,7,4.2,"made",5.4,1,2,5,6
"310",5.1,8,4.8,"made",13.7,2,2,5,3.1
"311",19.9,9,5.5,"made",2.2,2,2,2,2.4
"312",12.9,10,23,"missed",0.8,2,3,0,6.8
"313",19,11,5.6,"made",5.8,2,2,7,2
"314",6.2,12,6.6,"missed",3.1,2,2,2,2.2
"315",20.5,13,3.4,"missed",1,2,2,0,2.8
"316",2,14,19,"made",4.2,2,2,0,4.9
"317",13.3,15,6.1,"made",11,3,2,10,3.2
"318",17.2,16,29,"missed",1.4,3,3,0,7.8
"319",16.7,17,12.7,"made",6.4,3,2,6,4.9
"320",14.7,18,16.3,"missed",8.9,3,2,9,3.6
"321",5.1,19,29.5,"missed",17.5,3,3,17,2.4
"322",9.1,20,27.8,"missed",0.9,4,3,0,6.4
"323",7,21,14.7,"missed",5.6,4,2,4,2.2
"324",22.2,22,5.5,"made",1,4,2,0,7.7
"325",18.9,23,3.9,"made",5.7,4,2,3,1.8
"326",6.3,24,4.8,"missed",15.9,4,2,17,3.4
"327",18.5,1,8.4,"missed",4.6,1,2,5,1.8
"328",0.5,2,16.3,"made",8,1,2,10,4.1
"329",19.7,3,5.5,"missed",4.7,1,2,6,0.5
"330",20.9,4,2.7,"missed",1.6,1,2,1,3
"331",19.7,5,2.4,"missed",3.2,1,2,2,1.6
"332",3,6,20.5,"made",6.4,1,2,0,4.6
"333",21,7,5.8,"made",1.2,1,2,1,3.6
"334",19.4,8,21.4,"missed",4.2,2,2,7,6.5
"335",19,9,3,"made",4,2,2,4,2.4
"336",10.9,10,4.9,"made",12.3,2,2,16,2.9
"337",6.2,11,23.7,"missed",2.3,2,2,0,3.2
"338",4.5,12,9,"missed",3.6,2,2,2,5.3
"339",7.7,13,26.6,"missed",0.8,2,3,0,9.4
"340",4,14,4,"made",6,2,2,2,1.9
"341",9.7,15,17,"missed",0.8,2,2,0,4.6
"342",2.7,16,4.9,"made",21.2,2,2,24,0.8
"343",9.9,17,23.1,"missed",6.2,3,3,1,5.3
"344",10.5,18,24.7,"made",1.2,4,3,0,6.8
"345",11,19,16.5,"made",12.8,4,2,14,3.1
"346",9.1,20,27.8,"made",15,4,3,16,4.3
"347",18.8,21,23.1,"missed",0.7,4,3,0,7.2
"348",4.7,22,28.5,"missed",1.1,4,3,0,5.1
"349",5.9,23,22.3,"missed",15.8,4,2,18,5
"350",4.4,24,9.6,"missed",18.8,4,2,19,8.1
"351",7.9,25,15.1,"made",6,4,2,4,5.3
"352",14,1,4,"missed",2.8,1,2,2,2.1
"353",6.7,2,25.5,"missed",2.6,1,3,2,3.8
"354",17.3,3,6.7,"made",6.3,1,2,7,4.4
"355",0,4,7,"made",14.1,1,2,15,1
"356",11.8,5,6.2,"made",8.8,2,2,8,1.3
"357",21.7,6,3.6,"made",2.4,2,2,2,3
"358",11.1,7,5.4,"made",1.4,2,2,1,2.2
"359",21.9,8,1.7,"made",3.2,2,2,3,13
"360",22.2,9,0.5,"made",1.4,2,2,0,9.7
"361",10.7,10,4.3,"missed",5.4,3,2,3,5.8
"362",22.8,11,25,"made",0.7,3,3,0,3.5
"363",21.4,12,25.2,"made",2.2,3,3,2,2.3
"364",11.9,13,26.7,"missed",1.8,3,3,0,2.5
"365",12.4,14,20.6,"missed",2.6,3,2,0,3.8
"366",13,15,4.2,"missed",1,3,2,0,0.7
"367",19.2,1,3,"made",2.2,1,2,2,0
"368",16,2,17.2,"missed",2.9,1,2,2,4.6
"369",9,3,25.2,"missed",4.8,1,3,0,5
"370",19.1,4,7.8,"made",5.8,1,2,5,1.8
"371",0,5,9.4,"missed",5.2,1,2,5,6.1
"372",17.9,6,2.8,"made",3.1,2,2,1,0.2
"373",18.4,7,7.3,"made",4.2,2,2,4,1.7
"374",21,8,1.2,"made",1.1,2,2,0,9.3
"375",10.6,9,21.9,"missed",6.2,2,2,1,4.1
"376",17.5,10,22.1,"missed",6.4,2,3,13,4
"377",21.5,11,2.9,"made",0.7,3,2,0,2.4
"378",11.3,12,7.9,"missed",1.6,3,2,1,2.8
"379",4,13,6,"made",7.2,3,2,7,0.2
"380",1.3,14,8.4,"missed",6.5,4,2,8,4.2
"381",4.1,15,16.6,"missed",7.1,4,2,1,5.3
"382",11.7,16,8.7,"made",5.4,4,2,1,0.6
"383",13,1,20.9,"made",8.1,1,2,9,4.6
"384",10.4,2,14.9,"missed",0.9,1,2,0,3.5
"385",19.4,3,3.4,"made",1.6,1,2,0,2.6
"386",7.6,4,27,"missed",8.8,1,3,0,3.4
"387",10.7,5,4.2,"missed",13.1,1,2,13,5
"388",17,6,2.4,"made",6.6,2,2,8,1.8
"389",10.5,7,6.7,"made",3.6,2,2,1,1.3
"390",6.7,8,21.4,"missed",16.8,2,2,19,4.7
"391",19.1,9,24.7,"missed",4.5,2,3,4,5
"392",5.5,10,9.4,"missed",6.6,2,2,3,2.3
"393",19.1,11,8.5,"made",1.6,2,2,0,3.4
"394",10.1,12,2.9,"made",2.7,2,2,2,2.4
"395",14,13,0.9,"missed",1,3,2,0,2.5
"396",9,14,25.1,"missed",2.4,3,3,2,6.8
"397",3.1,15,23.7,"made",12.3,3,2,8,3.6
"398",9.3,16,12.6,"made",14.5,3,2,17,3.7
"399",10.6,17,13.9,"made",4.8,4,2,1,2.9
"400",8.8,18,15.8,"missed",2.9,4,2,0,3.3
"401",12,19,17.8,"made",5.2,4,2,2,8.3
"402",2.3,20,22.9,"missed",6.9,4,2,5,4.3
"403",3,21,5.3,"made",8.2,4,2,5,1.6
"404",3.8,22,9.7,"missed",11.2,4,2,11,3.1
"405",3.8,23,10.1,"made",0,4,2,0,2.9
"406",9.9,1,27.4,"missed",5.3,1,3,3,5
"407",18.8,2,6.1,"made",5.3,1,2,4,5.5
"408",10.7,3,5.3,"made",3.8,1,2,3,3.2
"409",1,4,25.3,"missed",7.5,1,3,0,3.9
"410",10.3,5,21.7,"made",3.5,2,2,4,4.7
"411",8.6,6,24.6,"made",3.1,2,3,0,4.7
"412",12.7,7,19,"missed",6.3,2,2,5,2.7
"413",12,8,20.8,"missed",3.3,2,2,2,4.9
"414",14.5,9,5.9,"made",5.1,2,2,5,3
"415",9.9,10,4.9,"missed",13.3,2,2,15,4.2
"416",22.9,11,7.2,"made",3.5,3,2,1,26.3
"417",17.3,12,5.5,"missed",6.4,3,2,7,2.5
"418",12,13,18.2,"missed",10.2,3,2,14,6.5
"419",0.2,14,23.5,"missed",1.2,3,3,0,5.7
"420",5.6,15,2.8,"made",0,3,2,0,2.3
"421",9.2,16,25.7,"made",9.6,4,3,9,3.5
"422",6.3,17,7.6,"missed",16.1,4,2,16,4
"423",23,18,25.4,"missed",4,4,3,1,5.5
"424",24,19,14.6,"made",0,4,2,0,9.5
"425",9,20,25.6,"missed",14.6,4,3,14,5.4
"426",11.9,21,21.5,"made",2.2,4,2,1,12.1
"427",1.5,22,26,"made",3.5,4,3,0,3.2
"428",3.5,23,20.3,"missed",13.2,4,2,15,3.3
"429",6.9,1,28.2,"missed",2.5,1,3,0,5.1
"430",3.2,2,2.7,"made",7.7,1,2,1,4.2
"431",9.6,3,21.4,"missed",2.7,2,2,0,7
"432",21.8,4,26.7,"missed",1.5,2,3,0,6.2
"433",13,5,8,"made",6.9,2,2,6,4.5
"434",13.1,6,1.7,"made",3.7,2,2,2,4.3
"435",17.7,7,8.6,"made",6,2,2,5,0
"436",21.9,8,1.7,"missed",2.5,2,2,1,4.7
"437",7.3,9,16,"made",9.8,2,2,10,6
"438",5,10,25.2,"missed",19.1,2,3,17,3.5
"439",10,11,26.8,"missed",0,3,3,0,10.9
"440",14,13,4,"made",6.8,3,2,8,2.8
"441",13,14,25.4,"made",2.6,3,3,1,7.9
"442",8.3,15,25.8,"made",9,3,3,10,5.4
"443",0,16,29.8,"missed",6.4,3,3,6,5
"444",1.1,17,10.3,"made",10,4,2,9,3
"445",7.6,18,28.9,"missed",16.3,4,3,15,3.9
"446",13,19,20.2,"missed",8.5,4,2,11,3
"447",4,20,25.3,"made",9.8,4,3,7,4.3
"448",6.5,21,2.5,"missed",18.2,4,2,13,3.3
"449",4,22,11.5,"missed",21.1,4,2,21,5.4
"450",4.4,23,20.3,"missed",17.5,4,2,17,5.1
"451",3,24,6,"made",5.3,4,2,1,1.8
"452",20.2,1,25.3,"missed",5.3,1,3,3,4.7
"453",8.2,2,4,"made",3.2,1,2,3,2.5
"454",14,3,4.6,"missed",3.6,1,2,1,3.4
"455",5.8,4,28,"made",3.7,1,3,0,4.5
"456",1.5,5,27.4,"made",0.9,1,3,0,4.1
"457",8.3,6,25,"missed",2,1,3,0,3.3
"458",8.1,7,3.4,"missed",4.6,1,2,0,0.8
"459",21.2,8,0.5,"made",3.9,2,2,4,3.5
"460",0,9,2.8,"made",0,2,2,0,0
"461",17.4,10,24.8,"missed",7.1,3,3,1,4
"462",0,11,7.3,"made",3.9,3,2,6,5.2
"463",11.7,12,3.9,"made",13.8,4,2,9,1.5
"464",15.6,13,2.8,"made",4.9,4,2,4,3
"465",12.3,14,24.7,"made",4.6,4,3,1,7.9
"466",9.1,15,3.7,"made",15.8,4,2,14,3
"467",2.4,16,25,"missed",8.3,4,3,2,4.3
"468",24,17,14.1,"made",0,4,2,0,11.3
"469",20.8,18,26.3,"missed",3.1,4,3,3,2.9
"470",14.6,1,3.9,"missed",5.4,1,2,2,2.6
"471",8.2,2,20.3,"made",5.2,1,2,1,4.3
"472",6,3,9.4,"missed",3,1,2,3,0
"473",7.9,4,25.5,"made",2.1,1,3,0,4.4
"474",10.1,5,19.7,"made",3.7,2,2,0,4.6
"475",21.7,6,28.2,"missed",0.7,2,3,0,12.5
"476",3.2,7,24.3,"missed",1.4,2,3,0,7.5
"477",4.6,8,20.2,"missed",4.5,2,2,2,3.4
"478",9.1,9,2.7,"missed",15.5,2,2,15,0.1
"479",0.3,10,33.6,"missed",4.6,2,3,0,4.1
"480",8.1,11,26,"missed",7.4,2,3,4,3.7
"481",7.2,12,20.5,"missed",4.2,3,2,1,4
"482",1.3,13,20,"missed",6,3,2,6,3.4
"483",8.8,14,3.1,"made",2.6,3,2,2,2.8
"484",11.8,15,11.5,"missed",6.1,3,2,3,3.3
"485",13.7,16,11.5,"missed",8.2,3,2,3,4.3
"486",11.6,17,7.1,"missed",12.9,3,2,14,2
"487",17.9,18,7.3,"missed",6.8,4,2,7,1.2
"488",12.9,19,24.9,"made",1.1,4,3,0,4
"489",5.1,1,19,"made",6.2,1,2,0,3.9
"490",17,2,1.6,"made",4.7,1,2,4,2.5
"491",5.8,3,18.4,"missed",7.8,1,2,1,3.7
"492",5,4,11,"missed",2.7,1,2,2,1.8
"493",8.2,5,16.5,"made",6.9,1,2,2,3.7
"494",22,6,25.2,"missed",1.1,1,3,0,5
"495",9.3,7,6,"missed",2.9,2,2,2,1.9
"496",14.8,8,1.7,"missed",0.6,2,2,0,1.2
"497",12,9,1.7,"made",0.6,2,2,0,3.3
"498",0,10,28.1,"missed",3.9,2,3,5,4.5
"499",5,11,24.8,"missed",5.8,3,3,4,4.1
"500",21.5,12,3.4,"made",3.3,3,2,1,3
"501",8,13,25.1,"missed",10.9,4,3,8,5.9
"502",21.4,14,5.2,"made",2.5,4,2,2,2.7
"503",13.4,15,17.5,"made",3.4,4,2,3,5.3
"504",9,16,6.8,"made",14.7,4,2,16,3.3
"505",12.5,17,14.4,"made",11.1,4,2,11,4.1
"506",3.8,18,7.6,"missed",20.9,4,2,23,1.9
"507",2.5,19,27.1,"missed",2.3,4,3,0,3.9
"508",6.3,20,2.5,"made",17.8,4,2,15,3.5
"509",20,1,2.3,"made",3.3,1,2,1,5.3
"510",15.9,2,7.5,"missed",6.6,1,2,7,4.8
"511",16.1,3,11.8,"made",7.6,1,2,7,4.6
"512",13,4,13,"missed",4.6,1,2,3,4.1
"513",4.2,5,23.2,"made",3.6,2,3,0,4
"514",12.6,6,6,"missed",9.9,2,2,10,2.7
"515",20.2,7,1.4,"made",1.2,2,2,0,2.5
"516",15.5,8,3.6,"missed",8.1,2,2,10,5.1
"517",14.3,9,5.3,"made",8.1,2,2,9,2.1
"518",7,10,25,"made",17.2,2,3,22,6
"519",2.7,11,23.9,"missed",15.8,2,3,16,2
"520",1.9,12,21.5,"missed",2.6,3,2,0,3.9
"521",12.1,13,25.6,"made",12.6,3,3,13,4
"522",16.1,14,29.1,"made",1.3,3,3,0,6.6
"523",18.1,15,30.3,"missed",4.4,3,3,4,6.3
"524",12.6,16,24.4,"missed",9.9,4,3,12,4
"525",9,1,18.6,"missed",4.5,1,2,1,3.2
"526",12.5,2,24.5,"made",2,1,3,1,4.1
"527",1.8,3,21.8,"missed",3.2,1,2,1,2.9
"528",15,4,22.8,"missed",4.7,1,3,0,3.8
"529",11.5,5,24.4,"made",1.7,2,3,0,3.7
"530",13.7,6,5.7,"made",10.3,2,2,10,5.9
"531",3.9,7,23.8,"missed",7.8,3,2,4,4
"532",7.4,8,4.7,"made",0.1,3,2,0,4.7
"533",11.8,9,24.5,"made",1.3,3,3,0,6
"534",11.6,10,3.6,"made",0.8,3,2,1,0.6
"535",11.3,11,25.9,"missed",1.3,3,3,0,4.5
"536",9.4,12,22,"made",2,4,2,0,4.1
"537",19,13,2.4,"made",0.3,4,2,0,5.4
"538",14.3,14,2.4,"missed",10,4,2,11,2.5
"539",2.4,15,7,"made",8.2,4,2,5,2.9
"540",9,1,4.8,"missed",2.3,1,2,2,3.8
"541",7.8,2,19.2,"missed",6.3,1,2,0,4.6
"542",5.2,3,23.1,"made",2.8,1,3,0,5
"543",15.6,4,1.7,"missed",8.2,1,2,10,4.1
"544",20,5,1.3,"made",2,1,2,1,2.6
"545",6.2,6,27.8,"missed",0.9,1,3,0,10.9
"546",19.9,7,4.3,"missed",2.4,2,2,2,3.6
"547",21,8,2.1,"made",2.5,2,2,2,4.3
"548",20.4,9,7.3,"missed",3.5,2,2,5,0.8
"549",4.9,10,16.4,"missed",2.5,3,2,2,2.6
"550",8.6,11,8.1,"missed",10.2,3,2,13,3.1
"551",19,12,8.2,"made",4.9,3,2,6,4.6
"552",1.7,13,7,"missed",21.5,3,2,26,2.3
"553",18,14,3,"missed",5,3,2,4,2.3
"554",0.6,15,14.9,"made",13.8,4,2,11,1.8
"555",15.7,16,25.9,"made",1,4,3,0,5.2
"556",19.3,17,5.8,"made",4.3,4,2,4,2.2
"557",6.1,18,25.2,"missed",11.8,4,3,0,3.9
"558",12.7,1,20.8,"missed",3.9,1,2,0,3.8
"559",5.1,2,4.2,"missed",3.2,1,2,3,1.3
"560",20.8,3,4.5,"made",0.8,1,2,0,4.9
"561",21.4,4,3.6,"made",4.3,1,2,3,1.5
"562",20.6,5,4.8,"made",2.1,1,2,1,0
"563",14.1,6,1.6,"made",2,1,2,1,0.3
"564",4.2,7,21.7,"missed",4.4,1,2,3,3.5
"565",6.3,8,25.3,"missed",1.9,2,3,2,4.6
"566",11,9,3,"made",1.2,2,2,1,3
"567",16.5,10,24.8,"missed",5.5,2,3,5,5.6
"568",8.1,11,4,"made",0.5,2,2,0,2.2
"569",18.3,12,2.9,"missed",6.2,3,2,6,1.9
"570",21.4,13,3.2,"made",1,3,2,0,2.1
"571",10.8,14,18.1,"made",3,3,2,3,4.1
"572",16.2,15,19,"missed",2.4,3,2,2,4.7
"573",16.3,16,2.7,"missed",7.3,3,2,8,1.2
"574",14.6,1,2.3,"made",0.4,1,2,0,2.7
"575",1.9,2,24.8,"made",4,1,3,1,3.2
"576",1.2,3,18.6,"missed",4.2,2,2,1,3.6
"577",6,4,5.1,"missed",6.2,2,2,4,2
"578",8.3,5,4.2,"missed",8.6,2,2,4,2.4
"579",13.9,6,23.4,"made",8.8,2,2,11,4
"580",21.2,7,2.4,"made",0.8,2,2,0,3.8
"581",2.6,8,22.3,"made",6.8,2,2,2,3.2
"582",0,9,26.1,"missed",9,2,3,9,5.5
"583",21.6,10,2.8,"made",1.1,3,2,0,7.9
"584",19,11,16.9,"made",4,3,2,4,4.9
"585",10.3,12,19.5,"missed",5.9,3,2,1,3.7
"586",9,13,6.8,"made",14,3,2,17,1.2
"587",0,14,19.3,"missed",4.8,3,2,5,3.2
"588",6.3,15,18,"made",6.1,4,2,1,4
"589",11,16,22.3,"missed",12.2,4,2,14,6.3
"590",6.6,17,15,"missed",9.4,4,2,2,2.8
"591",8.2,18,19,"made",3.1,4,2,1,4.5
"592",6,19,26,"made",8.7,4,3,3,4.5
"593",9.6,1,1.9,"made",0.1,1,2,0,2.9
"594",5.3,2,4.9,"made",10.1,1,2,2,2.9
"595",10.4,3,10.3,"missed",11.2,1,2,13,3.9
"596",19.9,4,9.7,"made",2.7,1,2,3,2.2
"597",15.7,5,10.9,"made",2.3,1,2,2,2.8
"598",4.1,6,19.8,"missed",5.9,1,2,1,2.9
"599",14,7,17.9,"made",3.2,1,2,2,9.7
"600",21.8,8,5.4,"made",1,1,2,1,7.6
"601",11.2,9,2.4,"missed",6.9,1,2,3,1.8
"602",9.2,10,20.9,"made",3.9,1,2,0,4.5
"603",18,11,8.7,"made",5.9,1,2,9,4.6
"604",21,12,4.4,"made",0.7,2,2,0,3.4
"605",1,13,23.6,"missed",9,2,2,1,3.4
"606",18,14,2.2,"made",5.1,2,2,7,3.5
"607",1.5,15,7.8,"missed",5.6,3,2,5,3.1
"608",17,16,1.7,"made",0.5,3,2,0,2.9
"609",12.1,17,12.2,"missed",9.1,3,2,9,3
"610",4.2,18,22.6,"made",8,3,2,1,4.5
"611",0.6,19,14.1,"made",8.1,3,2,10,5.1
"612",5.6,20,21.6,"made",6.9,3,2,0,3.9
"613",5,21,24.5,"made",4.9,3,3,0,3.4
"614",11.3,22,25.1,"made",6.6,4,3,5,4.1
"615",7.7,23,9.2,"made",15.8,4,2,17,5
"616",4.3,24,18.6,"missed",9.1,4,2,11,3.5
"617",10.4,1,4,"made",6.6,1,2,1,1.9
"618",16,2,4.6,"made",5,1,2,6,2.3
"619",6.1,3,6.7,"missed",2.4,1,2,2,2.8
"620",7,4,16.8,"made",5,1,2,3,3.1
"621",13,5,0.1,"missed",4.4,1,2,2,3.4
"622",9.9,6,14.4,"missed",4,1,2,3,3.5
"623",17.5,7,6.6,"made",3.8,2,2,3,1.3
"624",15,8,24.3,"missed",1,2,3,0,9
"625",5.3,9,17.1,"made",2.8,2,2,1,3.9
"626",21.9,10,0.8,"made",3.3,2,2,2,18.7
"627",3,11,5.9,"made",10.5,2,2,12,3.2
"628",10.3,12,25.8,"made",1.2,3,3,0,4.4
"629",8.6,13,9.8,"made",2.9,3,2,2,3.4
"630",16.2,14,18.7,"made",8.4,3,2,9,8.2
"631",8.6,15,19.3,"missed",6.7,4,2,2,4.2
"632",11.3,16,10,"made",10.3,4,2,11,2.9
"633",14.1,17,5.9,"missed",9.9,4,2,11,3.5
"634",19.9,18,22.9,"missed",1.1,4,3,0,4.1
"635",3.3,19,27.4,"missed",4.1,4,3,0,4.9
"636",14.5,20,10.8,"missed",6.5,4,2,6,5.2
"637",3,21,25,"made",0.8,4,3,0,6.3
"638",2.3,1,25.9,"made",2.1,1,3,1,5.6
"639",3.2,2,19.2,"missed",3.9,1,2,0,3.4
"640",16,3,24.8,"missed",7.6,1,3,10,4
"641",7.2,4,20.6,"missed",5,1,2,3,6.3
"642",21.1,5,4.4,"made",1,1,2,0,5.6
"643",4.7,6,4.6,"made",6.6,1,2,3,3.9
"644",3.7,7,10.1,"missed",18.6,2,2,18,4.2
"645",13,8,4.4,"missed",3,3,2,0,2.4
"646",2.2,9,11,"made",3.2,3,2,3,9.1
"647",6,10,17.7,"made",4,3,2,1,4.9
"648",18,11,2.4,"made",4.5,3,2,4,5.3
"649",11,12,15.3,"made",12,3,2,15,4.8
"650",14.7,13,25.3,"missed",2.4,3,3,2,10.2
"651",20.4,14,5.3,"missed",4.8,3,2,3,3.4
"652",16.6,15,6.3,"missed",6,4,2,8,2.3
"653",7,16,23.2,"made",7.8,4,2,5,2.9
"654",5.3,17,15.8,"missed",7.2,4,2,1,2.7
"655",9.6,1,6,"made",1.9,1,2,1,0.2
"656",4.5,2,19.9,"missed",3.6,1,2,3,4.6
"657",4.4,3,5.8,"missed",17.2,1,2,18,2.3
"658",7.7,4,20.2,"missed",4.4,2,2,2,4.6
"659",16.3,5,24.1,"missed",7.6,2,3,7,4.7
"660",3.9,6,5.1,"made",0,2,2,0,2
"661",3.1,7,20.8,"missed",1.5,2,2,0,6
"662",16.1,8,2.8,"made",0.6,2,2,0,4.5
"663",7.9,9,20.5,"missed",8.1,3,2,6,3.7
"664",10.7,10,12.9,"made",4,3,2,4,4.7
"665",15.3,11,4.8,"missed",7.1,3,2,9,2.5
"666",18.9,12,24.8,"made",4.8,3,3,0,15.2
"667",17.7,13,23,"made",0.8,3,3,0,5.1
"668",3.5,14,26.5,"missed",12.1,3,3,3,3.9
"669",12,15,2.4,"made",0.8,4,2,0,0.4
"670",12.4,16,7.9,"made",10.6,4,2,12,1.6
"671",5.4,17,19.8,"made",18.6,4,2,21,4.9
"672",4.9,18,5.6,"missed",17.2,4,2,19,4
"673",5.2,1,15,"missed",2.4,1,2,2,4.7
"674",12.8,2,2.7,"made",1.3,1,2,1,1.9
"675",11.8,3,7.8,"missed",6,1,2,1,3.7
"676",17.7,4,14.1,"made",2.2,1,2,3,2.2
"677",20.6,5,25.1,"missed",3.7,1,3,3,4.7
"678",0,6,33.2,"missed",2.6,1,3,1,4.1
"679",10.1,7,2.7,"missed",5.4,2,2,4,2.3
"680",22.9,8,2,"missed",0.4,2,2,0,0.7
"681",4.7,9,25.6,"missed",2.8,3,3,1,7.2
"682",17,10,25,"missed",0.8,3,3,0,6.8
"683",18.3,11,3.3,"made",4,3,2,4,3.5
"684",11.2,12,3.6,"made",1.8,3,2,1,3.7
"685",9,13,15.4,"made",1.2,4,2,0,8.1
"686",12.9,14,27.3,"made",0.7,4,3,0,5.2
"687",20.5,15,2.1,"made",1.7,4,2,0,53.2
"688",15.7,16,10.5,"missed",1.1,4,2,0,2.8
"689",7.8,17,27.3,"missed",3.7,4,3,0,4.9
"690",16.9,1,19.9,"missed",8.1,1,2,8,6.1
"691",5.1,2,23.9,"missed",1.4,1,2,1,3
"692",0,3,13.9,"missed",2.2,1,2,2,8.2
"693",3.8,4,7.1,"made",5.2,2,2,5,0.9
"694",20.4,5,24.7,"missed",2.8,2,3,2,5.6
"695",21.8,6,19.5,"made",2.8,2,2,4,4.8
"696",20.8,7,5,"missed",3,2,2,2,1.1
"697",7,8,25.4,"missed",16.6,2,3,18,6.7
"698",9.6,9,8.4,"made",7,3,2,6,4.5
"699",5.3,10,11.2,"missed",2.9,3,2,4,3.4
"700",9,11,17.6,"made",4.3,4,2,0,4.1
"701",11.3,12,24.6,"missed",1.2,4,3,0,7.1
"702",15.6,13,4,"made",3,4,2,2,5.8
"703",18.3,14,4.5,"made",6.4,4,2,7,2.1
"704",2,15,27.4,"missed",1.1,4,3,0,6
"705",9.5,1,20.6,"missed",6,1,2,2,5.4
"706",12.1,2,4.3,"made",1,1,2,1,3.5
"707",22.4,3,5.7,"made",2.8,1,2,1,3
"708",16,4,8.3,"missed",0.8,1,2,0,2.7
"709",19.9,5,25.2,"missed",4,1,3,5,3.7
"710",0,6,14.5,"made",8,1,2,9,3.6
"711",3.7,7,16.4,"missed",4.2,2,2,2,4.4
"712",7,8,12.4,"missed",0,2,2,0,0
"713",8.3,9,18.2,"missed",2.6,2,2,2,6.6
"714",13.2,10,7.7,"missed",10.9,2,2,10,3.8
"715",20.7,11,2.5,"made",0,2,2,0,3.8
"716",20.7,12,3.2,"missed",1.8,3,2,1,3.3
"717",11.3,13,16.6,"made",11.7,3,2,13,5.8
"718",14.7,14,2.3,"made",9.6,3,2,11,1.9
"719",7.3,15,3.2,"made",3.2,3,2,2,1.8
"720",3.7,16,3.4,"made",19.3,3,2,25,2.7
"721",10.5,17,16.8,"made",12.7,3,2,13,5.4
"722",3.4,18,6.9,"missed",21.2,3,2,21,2.9
"723",20,1,24.7,"missed",1,1,3,0,8.7
"724",1.5,2,22.9,"missed",9,1,3,8,6.2
"725",0.6,3,21.8,"missed",7.3,1,2,5,3.4
"726",19.5,4,3.6,"made",4.3,1,2,4,2.2
"727",4.1,5,23.8,"made",6,1,3,1,4.2
"728",2.3,6,22.5,"made",3.5,2,2,0,4.9
"729",14.4,7,3.6,"made",10.2,2,2,10,3.9
"730",19.3,8,24.4,"missed",4.5,2,3,5,5.7
"731",0,9,44.9,"missed",0.4,2,3,0,9.4
"732",13.1,10,5.8,"missed",10.3,3,2,12,1.2
"733",8.1,11,2.5,"made",1.1,3,2,1,0
"734",5.1,12,8.7,"made",19.2,3,2,22,3.4
"735",1.2,13,15.7,"missed",9.1,4,2,7,4.5
"736",11.3,14,12.3,"made",3.8,4,2,3,3.8
"737",6.5,1,5.7,"missed",5.4,1,2,5,1.8
"738",21,2,5.1,"made",1.6,1,2,1,1.2
"739",21.6,3,4,"made",1.2,1,2,0,5
"740",13.6,4,22.5,"made",4,1,3,0,2.5
"741",13.4,5,25.2,"missed",2.1,1,3,1,4.6
"742",21.4,6,4.4,"made",1.1,1,2,0,5.5
"743",11.8,7,21.7,"missed",0.7,1,2,0,5.4
"744",1.9,8,6.6,"missed",22.1,1,2,24,2.3
"745",20.5,9,21.7,"missed",2.1,2,2,1,4.6
"746",15,10,2.4,"made",0.4,2,2,0,2.1
"747",11.2,11,3.5,"made",0.8,2,2,0,2.7
"748",2.3,12,15.7,"made",21.6,2,2,25,2.5
"749",2.8,13,22.2,"missed",3.1,3,2,2,3.3
"750",21.6,14,6.5,"made",1.4,3,2,1,9
"751",8.9,15,24.7,"missed",15.5,3,3,15,4.3
"752",12.6,16,26.8,"made",11.6,3,3,12,4.6
"753",14.6,17,16.6,"missed",9.4,3,2,10,3.6
"754",1.2,1,20.9,"missed",5.8,1,2,5,3.7
"755",5.8,2,4.9,"made",3.6,1,2,1,1.9
"756",20.6,3,25.1,"made",0.9,1,3,0,6.9
"757",16,4,4.4,"made",2.2,2,2,2,2.6
"758",5.7,5,8,"made",7.1,2,2,8,1.2
"759",8.8,6,23.4,"missed",0.9,2,3,0,3.4
"760",3.2,7,24.3,"missed",3.4,3,3,2,6
"761",21,8,2.7,"missed",1.3,3,2,1,0.1
"762",16.5,9,15,"missed",2.5,3,2,1,2.2
"763",4.9,10,24.4,"missed",3,3,3,0,3.6
"764",17,11,11.8,"made",7,3,2,8,4.1
"765",10.6,12,3.2,"made",1.8,4,2,1,3.4
"766",2.9,1,25.7,"missed",1.7,1,3,1,5.8
"767",3.8,2,16.3,"made",5.9,1,2,3,3.1
"768",20.9,3,5.4,"missed",2.3,1,2,2,1.4
"769",20.5,4,2.7,"made",0.9,1,2,0,1.3
